crop,state,season,soil_type,rainfall_mm,temperature_c,ph,nitrogen,phosphorus,potassium,land_area_acres,yield_per_acre,total_yield
Potato,Maharashtra,Rabi,Alluvial,1629.8,31.0,7.0,184.1,66.3,72.0,7.3,107.73,782.26
Chickpea,Uttar Pradesh,Zaid,Sandy Loam,1328.2,18.1,7.8,270.0,94.0,142.2,17.7,10.74,189.8
Maize,Punjab,Rabi,Clay,662.1,27.8,5.0,133.7,71.7,245.1,16.8,29.47,496.2
Maize,Madhya Pradesh,Kharif,Red Soil,431.6,33.0,5.2,240.3,87.6,139.9,11.5,28.07,323.85
Tomato,Madhya Pradesh,Kharif,Sandy Loam,1769.0,30.6,6.0,161.3,28.9,55.7,14.9,120.79,1800.73
Groundnut,Karnataka,Kharif,Clay,787.3,24.7,5.9,206.3,71.0,131.6,18.8,11.97,224.57
Chickpea,Madhya Pradesh,Zaid,Loamy,1895.7,32.4,5.8,222.4,39.1,108.1,5.2,9.54,49.69
Rice,Karnataka,Rabi,Black Soil,1359.7,22.9,7.9,72.3,37.5,68.8,17.5,18.71,327.04
Wheat,Uttar Pradesh,Rabi,Black Soil,1818.7,29.6,6.7,91.0,83.3,116.6,15.3,20.86,319.41
Groundnut,Madhya Pradesh,Rabi,Sandy Loam,1312.0,32.1,7.0,200.3,75.8,59.0,5.3,11.91,62.5
Onion,Punjab,Zaid,Loamy,1029.3,32.6,5.9,177.6,45.4,121.7,9.4,87.55,821.64
Rice,Karnataka,Zaid,Clay,519.5,27.6,5.1,188.7,30.6,211.2,5.5,16.81,92.27
Potato,Madhya Pradesh,Kharif,Black Soil,1821.2,16.4,6.4,90.8,60.2,97.7,8.8,103.48,911.6
Wheat,Maharashtra,Rabi,Alluvial,1021.9,20.6,7.8,262.0,63.2,99.9,15.9,22.81,362.52
Maize,Madhya Pradesh,Rabi,Alluvial,1305.7,34.9,5.9,186.5,24.1,104.8,17.1,31.48,537.83
Onion,Maharashtra,Rabi,Black Soil,612.9,25.0,5.9,183.4,30.3,83.6,18.3,82.26,1509.18
Maize,Punjab,Zaid,Alluvial,1512.1,22.9,7.3,61.4,38.6,247.4,9.1,28.5,259.22
Sugarcane,Punjab,Zaid,Black Soil,1969.6,20.2,6.2,185.3,65.7,185.5,15.9,477.41,7591.32
Sugarcane,Karnataka,Kharif,Red Soil,1506.4,20.8,6.7,186.6,68.8,196.7,9.5,466.66,4420.82
Maize,Karnataka,Zaid,Loamy,1955.2,36.3,5.4,152.3,67.8,196.5,11.2,27.97,312.35
Onion,Madhya Pradesh,Kharif,Red Soil,311.7,30.0,5.6,151.0,59.9,183.3,15.5,76.49,1185.67
Potato,Uttar Pradesh,Rabi,Alluvial,1756.7,34.9,5.2,117.5,93.7,168.5,3.6,93.44,332.51
Soybean,Madhya Pradesh,Kharif,Alluvial,522.0,28.8,6.8,120.4,72.6,205.6,19.6,15.68,307.47
Chickpea,Punjab,Zaid,Sandy Loam,1952.8,28.8,7.2,222.3,53.9,94.1,5.9,9.09,53.34
Onion,Uttar Pradesh,Zaid,Black Soil,715.3,28.4,7.6,96.1,57.9,50.3,1.9,77.25,146.88
Rice,Punjab,Rabi,Black Soil,1021.6,15.6,6.0,289.3,28.9,201.1,15.2,26.61,404.45
Tomato,Maharashtra,Rabi,Sandy Loam,1704.4,33.3,8.3,204.3,45.8,70.7,14.2,103.4,1467.3
Sugarcane,Punjab,Zaid,Alluvial,1129.7,18.5,7.7,184.3,80.3,210.2,3.6,414.41,1507.74
Sugarcane,Punjab,Kharif,Alluvial,1881.8,34.0,6.1,126.3,70.9,63.5,7.0,438.59,3051.08
Mustard,Punjab,Zaid,Clay,1389.0,33.5,7.2,119.3,96.2,180.1,10.1,11.08,111.39
Potato,Madhya Pradesh,Rabi,Alluvial,1316.3,28.3,5.8,209.1,36.5,199.0,3.0,142.09,422.54
Chickpea,Uttar Pradesh,Kharif,Clay,1417.2,18.5,7.7,228.5,52.2,144.0,4.2,9.92,41.68
Onion,Punjab,Kharif,Clay,835.8,24.4,5.8,160.4,59.6,238.1,9.2,108.5,994.77
Potato,Maharashtra,Zaid,Clay,1309.3,26.5,7.7,93.2,25.4,78.5,11.7,92.93,1087.44
Groundnut,Maharashtra,Kharif,Alluvial,1497.7,30.9,6.6,189.3,95.4,86.2,15.4,14.74,227.26
Potato,Maharashtra,Kharif,Loamy,1536.3,33.1,5.1,164.7,55.0,63.4,4.4,106.82,465.59
Soybean,Punjab,Rabi,Black Soil,1601.9,22.2,7.2,290.3,56.0,232.1,4.4,13.89,61.22
Chickpea,Uttar Pradesh,Kharif,Loamy,846.6,28.7,6.2,163.9,54.0,67.2,13.3,11.15,148.59
Cotton,Gujarat,Zaid,Sandy Loam,459.8,19.3,5.9,176.3,79.3,114.4,9.6,8.97,86.5
Groundnut,Madhya Pradesh,Rabi,Alluvial,1178.6,32.4,7.1,108.1,82.9,56.2,16.3,13.34,217.69
Potato,Madhya Pradesh,Kharif,Sandy Loam,633.8,21.7,6.4,278.7,58.1,123.8,19.9,122.52,2432.98
Chickpea,Gujarat,Kharif,Clay,804.0,22.3,5.5,193.2,96.1,124.1,15.2,8.96,136.1
Maize,Gujarat,Zaid,Alluvial,1817.8,26.5,7.8,179.5,29.3,72.4,9.8,27.37,268.75
Soybean,Madhya Pradesh,Rabi,Sandy Loam,1860.8,24.5,8.1,86.1,28.4,96.7,10.9,9.8,106.89
Onion,Maharashtra,Kharif,Black Soil,1785.8,17.6,8.1,289.4,66.7,188.8,8.0,82.84,664.77
Groundnut,Uttar Pradesh,Rabi,Loamy,1451.8,36.5,6.3,176.1,28.3,113.3,4.0,14.31,57.84
Soybean,Uttar Pradesh,Zaid,Loamy,1662.1,21.2,8.3,281.1,58.0,52.6,19.3,13.26,256.44
Wheat,Madhya Pradesh,Rabi,Alluvial,1711.1,25.9,8.1,134.1,95.8,95.6,4.9,21.03,103.74
Wheat,Karnataka,Rabi,Clay,634.9,15.2,6.6,110.3,38.2,151.3,8.1,20.62,167.73
Cotton,Gujarat,Rabi,Alluvial,1735.6,24.8,5.1,265.3,20.7,145.3,14.8,7.88,116.36
Groundnut,Maharashtra,Zaid,Sandy Loam,724.6,29.2,5.6,269.0,63.9,220.8,14.9,12.4,184.85
Chickpea,Madhya Pradesh,Kharif,Clay,962.7,25.7,6.5,80.8,31.6,181.2,7.1,8.73,62.38
Chickpea,Madhya Pradesh,Rabi,Loamy,1975.5,33.1,7.9,96.6,20.4,151.0,19.7,10.02,197.2
Cotton,Madhya Pradesh,Rabi,Red Soil,813.3,22.7,7.9,72.3,27.3,138.5,8.9,7.2,63.75
Mustard,Madhya Pradesh,Kharif,Red Soil,601.7,20.2,5.4,255.9,90.1,212.1,13.9,8.61,119.78
Onion,Maharashtra,Zaid,Loamy,1965.3,19.6,7.3,253.0,97.1,170.9,12.4,116.48,1445.1
Rice,Gujarat,Kharif,Clay,555.8,19.5,6.1,126.8,85.3,58.0,9.4,22.58,212.05
Wheat,Maharashtra,Zaid,Sandy Loam,1783.9,31.8,6.1,248.6,40.4,159.9,18.7,20.07,376.07
Maize,Uttar Pradesh,Kharif,Sandy Loam,1405.6,28.6,7.5,213.0,84.0,165.7,19.8,27.36,541.74
Chickpea,Gujarat,Kharif,Red Soil,607.7,25.7,7.6,135.6,29.3,54.2,13.7,7.05,96.58
Mustard,Gujarat,Zaid,Sandy Loam,1700.8,31.5,8.0,237.1,21.5,144.2,1.3,7.16,9.15
Groundnut,Gujarat,Kharif,Alluvial,351.0,35.3,5.5,56.0,38.5,191.7,5.5,8.23,44.98
Maize,Madhya Pradesh,Rabi,Red Soil,408.9,27.8,5.3,62.0,25.1,204.2,14.3,21.25,303.26
Rice,Gujarat,Zaid,Clay,1634.5,33.7,6.2,255.3,76.5,72.0,8.0,26.6,212.66
Potato,Gujarat,Zaid,Loamy,1743.0,22.7,6.0,90.6,74.7,114.1,2.6,110.77,293.06
Maize,Madhya Pradesh,Kharif,Clay,1034.3,36.8,5.3,119.0,71.9,228.4,13.2,25.48,336.43
Chickpea,Gujarat,Kharif,Black Soil,708.0,34.8,7.8,239.7,56.2,60.7,1.6,8.72,13.54
Groundnut,Punjab,Rabi,Clay,1799.8,37.3,8.3,231.9,49.8,103.9,1.2,10.41,12.51
Chickpea,Uttar Pradesh,Rabi,Red Soil,311.5,36.2,8.4,135.2,81.3,63.0,15.5,6.46,99.98
Potato,Gujarat,Zaid,Black Soil,1251.2,23.0,6.6,216.5,38.3,193.3,18.3,129.25,2365.84
Chickpea,Gujarat,Zaid,Red Soil,1078.1,36.3,5.7,296.6,93.2,236.7,4.7,11.27,52.47
Mustard,Punjab,Kharif,Red Soil,436.9,24.0,5.5,183.0,25.5,149.0,5.8,6.99,40.42
Soybean,Gujarat,Kharif,Red Soil,1567.6,18.9,5.4,261.3,52.1,182.4,2.3,10.41,23.51
Onion,Uttar Pradesh,Rabi,Red Soil,1911.2,17.3,8.1,167.8,90.7,216.7,6.8,92.84,628.54
Rice,Karnataka,Zaid,Sandy Loam,970.3,27.4,7.6,239.7,90.9,142.4,12.3,24.44,300.17
Potato,Gujarat,Rabi,Clay,794.8,35.0,6.4,151.0,50.2,143.1,12.2,102.42,1254.0
Wheat,Madhya Pradesh,Kharif,Black Soil,846.9,37.0,5.6,187.4,24.2,151.5,16.0,22.84,365.28
Potato,Karnataka,Zaid,Clay,1535.6,29.4,5.0,177.5,98.5,96.5,9.7,106.48,1028.86
Soybean,Karnataka,Kharif,Red Soil,453.0,35.8,5.5,283.7,93.5,189.8,14.6,15.1,220.92
Potato,Uttar Pradesh,Rabi,Clay,1964.6,33.4,5.6,181.7,90.5,212.7,19.4,132.03,2560.64
Cotton,Uttar Pradesh,Zaid,Sandy Loam,1706.4,32.0,7.3,241.3,34.0,119.9,12.9,7.95,102.87
Maize,Uttar Pradesh,Kharif,Red Soil,1255.6,31.7,5.2,220.9,84.8,133.4,5.0,29.48,146.27
Soybean,Gujarat,Zaid,Sandy Loam,1590.6,30.4,7.7,116.6,92.7,109.3,4.4,13.24,58.08
Tomato,Karnataka,Rabi,Black Soil,1399.0,31.6,5.5,270.9,88.5,77.9,17.8,131.94,2346.24
Sugarcane,Madhya Pradesh,Kharif,Red Soil,338.4,36.3,5.0,151.1,63.3,183.2,4.8,268.97,1289.53
Chickpea,Maharashtra,Zaid,Alluvial,1313.8,33.6,6.7,125.8,52.1,141.5,13.4,9.89,132.8
Sugarcane,Karnataka,Rabi,Red Soil,1930.7,28.2,8.4,173.3,50.0,172.3,19.9,367.6,7303.8
Wheat,Gujarat,Rabi,Red Soil,1637.6,36.9,5.4,270.6,77.7,204.7,16.3,17.05,277.71
Mustard,Karnataka,Kharif,Loamy,1628.2,26.9,5.8,216.9,67.0,85.1,9.5,10.53,100.11
Potato,Madhya Pradesh,Rabi,Alluvial,1546.4,24.9,6.4,122.2,48.6,73.6,9.7,119.9,1157.36
Groundnut,Punjab,Zaid,Sandy Loam,1421.3,28.4,8.3,181.5,68.6,156.1,7.6,8.68,65.61
Tomato,Karnataka,Zaid,Black Soil,331.2,17.2,5.7,189.4,23.9,113.3,19.3,112.81,2172.16
Chickpea,Maharashtra,Rabi,Alluvial,1294.2,24.3,7.0,285.3,99.5,144.3,2.2,13.25,29.5
Soybean,Maharashtra,Rabi,Red Soil,401.7,37.2,7.3,299.3,40.4,132.4,10.1,16.65,168.18
Wheat,Punjab,Zaid,Red Soil,1817.9,32.5,5.1,89.4,76.6,244.9,2.9,15.46,45.01
Soybean,Karnataka,Kharif,Sandy Loam,445.6,29.6,5.6,114.6,83.7,166.6,9.9,11.09,109.45
Groundnut,Punjab,Rabi,Sandy Loam,1270.8,21.4,5.1,151.5,29.3,87.3,2.9,9.27,26.8
Potato,Uttar Pradesh,Rabi,Alluvial,808.2,33.2,5.4,131.6,23.0,139.1,3.7,114.21,418.11
Tomato,Gujarat,Zaid,Alluvial,1708.8,17.1,7.3,136.1,43.8,200.9,5.8,143.46,836.55
Cotton,Maharashtra,Zaid,Clay,1559.7,18.2,7.4,130.8,87.5,173.7,1.1,8.59,9.84
Maize,Maharashtra,Zaid,Sandy Loam,1029.0,22.5,6.0,139.6,62.3,144.2,8.2,26.42,216.47
Mustard,Maharashtra,Zaid,Black Soil,1893.8,37.4,8.3,108.8,31.0,129.7,14.9,6.5,96.61
Maize,Karnataka,Zaid,Loamy,356.8,36.2,5.3,69.0,65.9,127.8,12.5,19.13,239.28
Chickpea,Uttar Pradesh,Zaid,Black Soil,917.9,31.6,6.5,257.2,54.2,90.9,18.7,11.34,212.54
Maize,Uttar Pradesh,Kharif,Sandy Loam,872.8,22.0,6.9,243.6,93.1,137.1,13.4,30.63,410.07
Onion,Punjab,Rabi,Clay,965.5,32.7,5.9,287.4,65.8,69.0,10.6,98.79,1051.48
Mustard,Uttar Pradesh,Zaid,Alluvial,1899.0,29.9,7.2,221.2,23.9,102.9,5.8,10.58,61.77
Maize,Madhya Pradesh,Zaid,Sandy Loam,1016.4,22.9,5.3,185.8,44.0,76.7,18.2,20.1,365.29
Wheat,Uttar Pradesh,Zaid,Red Soil,318.5,29.2,5.4,126.6,77.2,199.0,19.1,15.74,300.43
Cotton,Uttar Pradesh,Zaid,Sandy Loam,1235.9,27.5,5.1,58.8,39.0,236.3,18.2,7.5,136.31
Mustard,Gujarat,Kharif,Alluvial,412.3,26.6,7.2,227.4,94.0,118.7,8.1,11.12,90.12
Sugarcane,Punjab,Kharif,Loamy,823.6,29.6,6.3,296.5,91.3,113.6,1.1,478.22,529.47
Rice,Karnataka,Rabi,Loamy,863.8,22.5,8.1,122.7,67.4,154.1,5.9,19.27,114.09
Rice,Uttar Pradesh,Rabi,Red Soil,1721.4,33.8,6.1,132.1,48.9,188.1,7.4,22.85,168.9
Sugarcane,Madhya Pradesh,Kharif,Loamy,1295.3,32.5,6.5,265.9,23.8,113.5,12.1,435.68,5257.22
Groundnut,Punjab,Kharif,Sandy Loam,1404.7,37.4,8.0,229.4,41.4,73.2,2.8,11.21,31.53
Groundnut,Gujarat,Zaid,Clay,1435.6,30.4,6.9,161.5,33.9,64.2,10.1,10.29,104.45
Tomato,Gujarat,Rabi,Loamy,586.7,18.5,7.4,279.2,20.1,203.0,1.2,181.25,219.13
Groundnut,Uttar Pradesh,Zaid,Alluvial,926.1,23.9,7.4,270.7,84.7,118.9,15.5,13.11,203.0
Tomato,Punjab,Zaid,Alluvial,443.1,24.3,7.9,146.1,24.2,53.6,18.2,140.82,2567.97
Potato,Maharashtra,Zaid,Clay,1584.6,19.2,7.6,55.8,75.1,166.2,18.5,110.09,2034.64
Cotton,Karnataka,Rabi,Sandy Loam,1811.3,30.8,8.4,52.6,57.3,122.5,4.4,6.02,26.27
Chickpea,Karnataka,Rabi,Sandy Loam,1291.9,24.2,6.8,262.1,61.9,69.7,13.3,9.85,130.71
Cotton,Karnataka,Rabi,Alluvial,1995.7,16.6,7.7,203.7,83.3,121.0,19.9,9.03,180.05
Groundnut,Madhya Pradesh,Rabi,Clay,338.4,32.8,8.1,241.5,78.0,120.8,5.7,7.96,44.99
Mustard,Punjab,Rabi,Red Soil,637.7,22.4,7.8,96.4,69.2,246.6,15.3,9.54,145.57
Potato,Maharashtra,Rabi,Clay,1301.1,23.7,8.2,127.6,75.1,96.6,15.3,109.69,1679.7
Maize,Uttar Pradesh,Kharif,Black Soil,668.5,26.8,7.5,62.2,89.6,118.2,13.8,28.63,396.29
Rice,Gujarat,Kharif,Clay,1094.5,36.8,7.7,158.2,91.0,155.8,11.6,21.53,250.23
Rice,Uttar Pradesh,Zaid,Sandy Loam,1703.8,17.6,7.7,108.9,33.3,214.1,11.2,20.17,226.12
Groundnut,Karnataka,Zaid,Loamy,311.2,21.6,7.3,226.1,85.0,135.3,16.0,12.16,195.2
Sugarcane,Uttar Pradesh,Zaid,Loamy,1905.0,17.5,6.9,56.6,28.5,223.4,1.8,387.81,704.95
Mustard,Karnataka,Zaid,Clay,366.8,17.9,8.1,269.6,89.2,96.2,2.4,5.83,13.86
Chickpea,Karnataka,Kharif,Alluvial,444.0,25.3,6.2,293.7,84.1,104.1,12.2,11.2,137.12
Wheat,Uttar Pradesh,Rabi,Alluvial,1260.4,17.1,6.7,223.4,22.7,129.2,2.8,20.77,57.14
Rice,Punjab,Zaid,Clay,1439.3,37.0,7.2,262.1,50.2,84.1,13.1,26.82,351.0
Rice,Uttar Pradesh,Kharif,Clay,1172.4,27.6,7.4,54.5,30.1,92.7,1.1,18.94,21.41
Rice,Maharashtra,Rabi,Loamy,360.6,20.7,7.5,161.5,62.8,157.1,5.5,18.59,101.82
Rice,Karnataka,Kharif,Loamy,1897.2,32.2,7.3,106.2,29.3,236.9,6.3,22.57,142.95
Rice,Maharashtra,Kharif,Black Soil,806.7,19.1,5.1,96.0,56.3,156.1,4.2,20.19,84.56
Rice,Karnataka,Kharif,Red Soil,622.6,35.0,7.5,239.0,68.5,226.5,13.0,23.22,301.04
Tomato,Punjab,Zaid,Red Soil,599.0,15.2,6.1,190.2,44.5,145.8,1.5,140.06,216.2
Tomato,Madhya Pradesh,Rabi,Loamy,1786.5,21.2,8.4,94.3,58.2,206.1,17.6,108.65,1912.38
Potato,Punjab,Zaid,Sandy Loam,1408.3,34.2,7.6,231.4,53.8,191.0,3.4,112.92,379.16
Groundnut,Punjab,Zaid,Sandy Loam,1975.7,36.3,6.0,270.6,85.9,144.1,9.0,10.5,94.26
Maize,Maharashtra,Zaid,Alluvial,1382.7,35.8,7.6,211.4,54.2,98.4,4.9,28.98,141.26
Cotton,Maharashtra,Zaid,Sandy Loam,497.2,15.5,7.5,51.3,93.6,244.3,5.4,7.56,41.16
Mustard,Karnataka,Zaid,Clay,1307.6,34.5,6.7,180.5,99.9,162.1,4.8,9.49,45.14
Cotton,Gujarat,Kharif,Clay,851.9,27.9,6.7,184.6,91.5,114.0,11.6,10.1,116.77
Onion,Punjab,Zaid,Red Soil,779.6,18.3,5.5,76.0,62.8,185.1,5.0,86.61,434.67
Rice,Gujarat,Zaid,Loamy,1802.6,30.9,5.6,296.4,22.6,71.7,6.4,25.5,162.18
Maize,Uttar Pradesh,Rabi,Clay,1226.8,28.8,6.2,146.0,27.7,73.7,14.2,23.46,334.22
Wheat,Gujarat,Zaid,Clay,1176.5,26.6,5.6,166.9,57.5,230.9,13.8,22.74,314.93
Sugarcane,Madhya Pradesh,Kharif,Sandy Loam,1744.1,24.1,8.0,99.7,61.5,91.0,10.3,385.7,3971.62
Wheat,Madhya Pradesh,Zaid,Red Soil,970.6,22.1,5.4,164.5,29.3,87.2,18.6,16.05,298.61
Onion,Madhya Pradesh,Rabi,Clay,919.1,34.5,5.4,210.1,86.6,71.7,17.3,86.65,1501.82
Sugarcane,Karnataka,Zaid,Alluvial,1621.4,32.7,5.6,263.9,95.6,104.5,4.6,415.56,1927.28
Cotton,Karnataka,Kharif,Alluvial,516.3,31.8,7.7,225.4,73.3,153.5,2.2,11.82,25.59
Wheat,Karnataka,Zaid,Clay,1526.8,37.3,8.3,237.3,37.0,90.2,6.2,17.76,110.72
Rice,Uttar Pradesh,Kharif,Clay,1029.8,15.3,7.1,167.0,93.7,122.7,1.5,27.04,41.74
Mustard,Maharashtra,Kharif,Sandy Loam,1875.3,27.0,5.9,276.0,57.2,196.2,9.9,8.77,86.72
Tomato,Madhya Pradesh,Rabi,Red Soil,491.9,26.5,7.3,170.4,93.3,194.1,2.8,167.53,464.71
Onion,Madhya Pradesh,Zaid,Clay,1864.9,36.8,7.7,233.0,59.3,247.7,10.2,101.76,1036.38
Chickpea,Madhya Pradesh,Zaid,Clay,1692.9,26.0,7.8,102.3,53.7,71.9,5.4,7.19,38.84
Sugarcane,Maharashtra,Rabi,Black Soil,1552.7,32.1,6.0,201.8,65.6,148.0,2.3,382.98,867.09
Wheat,Madhya Pradesh,Zaid,Clay,938.6,16.7,7.7,258.8,78.1,114.8,17.6,19.2,338.39
Groundnut,Madhya Pradesh,Zaid,Black Soil,1612.9,35.2,7.2,242.8,45.3,147.0,9.2,10.9,100.29
Rice,Madhya Pradesh,Zaid,Black Soil,869.5,37.6,8.4,218.0,98.7,73.5,1.2,22.87,28.11
Tomato,Madhya Pradesh,Rabi,Sandy Loam,1191.9,24.2,6.6,192.5,61.3,172.9,7.3,146.7,1073.01
Tomato,Punjab,Kharif,Clay,1131.1,22.4,8.2,201.7,79.3,56.1,2.9,114.81,328.71
Soybean,Maharashtra,Kharif,Black Soil,1650.6,28.0,6.7,218.9,75.4,116.2,10.0,14.83,148.98
Cotton,Uttar Pradesh,Rabi,Black Soil,1025.5,28.3,5.8,263.2,97.5,116.0,12.0,11.51,137.66
Chickpea,Punjab,Rabi,Red Soil,459.3,15.3,8.3,184.9,78.7,82.3,14.3,7.88,112.48
Onion,Karnataka,Kharif,Red Soil,340.7,15.5,7.2,267.7,72.4,136.0,14.1,79.37,1120.6
Rice,Karnataka,Rabi,Black Soil,728.5,24.2,7.8,177.4,37.3,155.6,11.0,22.67,249.48
Wheat,Gujarat,Rabi,Sandy Loam,1258.5,16.9,7.4,83.5,96.0,212.5,9.3,19.51,181.19
Chickpea,Maharashtra,Kharif,Alluvial,336.3,17.8,6.8,163.0,89.0,224.0,19.1,8.8,168.15
Wheat,Punjab,Rabi,Sandy Loam,788.8,27.7,6.3,117.3,74.4,81.3,10.0,17.62,175.68
Tomato,Karnataka,Rabi,Clay,1363.6,26.7,6.7,264.3,38.3,114.8,13.1,130.3,1706.32
Sugarcane,Uttar Pradesh,Kharif,Red Soil,776.8,21.1,5.7,128.9,69.2,140.7,6.0,460.76,2752.63
Potato,Punjab,Rabi,Clay,1782.9,27.1,8.5,292.7,22.3,84.9,16.9,88.78,1503.16
Sugarcane,Uttar Pradesh,Zaid,Clay,1442.1,22.3,8.0,175.2,38.5,185.0,9.9,308.87,3067.94
Maize,Punjab,Kharif,Clay,409.5,37.4,5.7,296.6,45.7,235.4,13.1,26.36,345.02
Soybean,Maharashtra,Zaid,Sandy Loam,1258.6,28.7,6.1,72.2,75.3,142.5,14.0,13.71,191.78
Tomato,Madhya Pradesh,Kharif,Red Soil,1605.8,24.3,7.7,54.2,54.1,134.9,4.7,111.68,528.09
Tomato,Punjab,Zaid,Sandy Loam,2000.0,29.7,7.7,59.7,83.1,63.7,1.4,118.22,161.72
Chickpea,Punjab,Kharif,Red Soil,1706.0,33.3,5.2,282.2,56.0,101.1,14.9,6.73,100.23
Cotton,Punjab,Kharif,Alluvial,1274.3,37.3,5.5,273.1,51.5,141.7,13.2,11.38,150.74
Sugarcane,Madhya Pradesh,Rabi,Black Soil,769.9,35.5,7.4,124.4,28.4,54.2,17.5,341.21,5973.24
Sugarcane,Madhya Pradesh,Zaid,Loamy,623.7,16.5,5.0,241.8,20.3,99.7,19.5,321.32,6255.18
Soybean,Uttar Pradesh,Kharif,Sandy Loam,929.6,15.9,8.4,199.5,52.4,167.1,8.2,9.96,81.69
Chickpea,Gujarat,Kharif,Clay,999.3,25.0,6.0,97.4,38.7,186.0,3.2,7.83,24.85
Rice,Maharashtra,Rabi,Sandy Loam,1452.0,30.0,5.6,208.6,62.9,79.9,5.0,21.7,108.25
Tomato,Punjab,Rabi,Alluvial,1024.8,17.2,5.8,219.1,52.5,204.6,11.2,144.39,1610.27
Soybean,Uttar Pradesh,Rabi,Alluvial,587.8,33.3,7.9,99.2,50.1,132.1,4.3,12.83,55.63
Chickpea,Uttar Pradesh,Rabi,Loamy,1117.8,31.5,8.0,274.4,22.5,161.3,19.2,9.76,187.49
Wheat,Karnataka,Zaid,Black Soil,1218.2,16.4,7.0,254.5,47.3,212.6,17.5,25.48,445.95
Potato,Maharashtra,Rabi,Sandy Loam,1678.8,31.7,6.2,179.2,38.7,234.9,6.7,128.14,854.09
Groundnut,Madhya Pradesh,Zaid,Red Soil,1977.4,23.6,7.9,68.8,59.8,129.9,6.0,11.08,66.89
Tomato,Karnataka,Rabi,Sandy Loam,1870.6,30.6,6.0,212.9,53.9,51.8,12.4,107.49,1333.94
Maize,Punjab,Kharif,Black Soil,1990.9,22.3,5.6,79.8,89.8,100.3,7.1,25.17,178.89
Chickpea,Maharashtra,Kharif,Black Soil,973.6,34.8,6.8,229.8,67.5,160.2,15.5,10.84,168.38
Soybean,Madhya Pradesh,Zaid,Black Soil,328.6,17.9,7.4,85.4,56.4,90.7,3.9,8.99,34.85
Tomato,Punjab,Rabi,Red Soil,577.3,29.2,5.3,98.8,73.8,181.6,18.2,101.38,1846.6
Wheat,Uttar Pradesh,Kharif,Alluvial,805.0,20.2,6.6,184.7,23.2,167.2,13.8,26.31,362.72
Groundnut,Karnataka,Zaid,Clay,1351.5,28.8,6.0,237.5,44.1,235.7,12.5,13.82,172.65
Sugarcane,Karnataka,Zaid,Sandy Loam,1751.8,36.3,5.3,81.2,50.1,76.5,10.1,319.04,3237.85
Onion,Maharashtra,Zaid,Red Soil,1547.7,31.3,7.2,252.4,55.8,73.6,7.3,84.13,613.95
Soybean,Uttar Pradesh,Kharif,Loamy,1365.3,36.6,8.3,277.3,43.8,56.1,10.8,13.46,145.71
Chickpea,Gujarat,Rabi,Black Soil,1202.2,35.0,6.6,76.0,35.8,139.4,9.4,9.98,93.49
Wheat,Uttar Pradesh,Kharif,Loamy,1114.0,31.4,5.8,267.9,20.6,190.9,5.7,25.34,145.48
Soybean,Madhya Pradesh,Zaid,Alluvial,449.6,26.2,7.1,266.2,21.2,208.9,10.1,17.87,179.69
Tomato,Gujarat,Kharif,Black Soil,1468.1,18.0,7.1,158.9,47.7,192.9,11.7,129.27,1518.83
Mustard,Gujarat,Rabi,Loamy,943.1,36.3,7.2,228.2,43.5,186.6,19.2,11.95,229.69
Sugarcane,Punjab,Rabi,Alluvial,641.2,28.5,7.2,65.2,98.1,200.7,13.4,458.98,6139.54
Mustard,Madhya Pradesh,Kharif,Clay,512.0,23.6,7.7,233.7,35.3,106.7,2.1,9.26,19.79
Groundnut,Karnataka,Zaid,Black Soil,1737.2,37.6,7.9,112.4,71.4,107.9,15.1,10.38,156.52
Tomato,Uttar Pradesh,Kharif,Black Soil,1186.2,24.6,5.9,199.6,85.6,237.1,14.1,143.17,2011.59
Tomato,Karnataka,Zaid,Alluvial,1015.3,24.4,8.0,254.2,88.3,174.8,5.8,151.21,875.22
Cotton,Gujarat,Zaid,Black Soil,694.2,30.8,5.7,203.4,56.9,129.3,6.3,8.78,55.36
Cotton,Gujarat,Rabi,Loamy,1267.6,31.3,5.5,290.1,81.5,191.4,18.5,10.06,186.01
Groundnut,Madhya Pradesh,Zaid,Alluvial,1632.6,23.1,6.6,179.0,36.6,76.5,3.9,11.43,44.97
Soybean,Maharashtra,Rabi,Black Soil,474.4,15.4,6.4,161.3,79.7,163.4,17.3,15.29,264.56
Soybean,Maharashtra,Zaid,Sandy Loam,1027.1,19.1,8.1,74.9,67.0,81.7,12.4,10.75,132.81
Wheat,Gujarat,Rabi,Clay,1634.5,26.3,7.9,107.9,69.7,68.7,10.8,17.73,190.97
Maize,Punjab,Rabi,Alluvial,1721.6,26.1,5.4,300.0,85.4,103.9,2.5,24.11,61.22
Onion,Uttar Pradesh,Kharif,Red Soil,467.2,37.1,6.2,109.0,77.4,180.0,7.5,95.9,720.81
Soybean,Punjab,Kharif,Alluvial,1574.7,34.7,5.3,195.9,78.3,53.4,12.5,11.79,147.84
Tomato,Karnataka,Kharif,Alluvial,1650.5,18.1,7.7,221.5,86.1,154.6,15.7,168.55,2641.14
Maize,Gujarat,Rabi,Red Soil,1253.3,35.8,6.9,275.1,39.1,136.5,11.0,29.99,330.08
Sugarcane,Karnataka,Kharif,Sandy Loam,1235.9,30.8,5.5,86.7,54.3,100.9,19.1,346.87,6620.95
