soil_type,season,rainfall_mm,temperature_c,ph,nitrogen,phosphorus,potassium,recommended_crop
Sandy Loam,Rabi,2152.5,30.0,8.62,180.9,102.0,35.3,Mustard
Alluvial,Kharif,2256.0,26.3,7.87,180.0,79.8,74.7,Rice
Black Soil,Kharif,1264.6,22.1,5.57,309.3,72.1,170.3,Cotton
Clay,Zaid,1940.4,20.8,7.32,291.8,50.1,125.4,Rice
Alluvial,Zaid,956.0,10.9,7.88,324.7,72.8,151.2,Rice
Loamy,Kharif,1202.3,33.5,8.69,333.3,102.7,132.8,Rice
Loamy,Kharif,750.8,28.9,7.7,346.9,61.7,110.3,Rice
Clay,Rabi,1402.0,25.0,7.59,194.8,22.7,30.0,Rice
Sandy Loam,Zaid,919.6,25.8,5.0,66.8,93.6,76.6,Onion
Black Soil,Zaid,1022.7,32.5,8.06,218.7,91.5,116.0,Chickpea
Sandy Loam,Zaid,592.4,40.0,5.28,243.0,57.8,214.1,Onion
Alluvial,Zaid,946.7,12.4,4.52,84.1,21.5,56.9,Potato
Black Soil,Rabi,2379.2,28.8,6.09,31.2,81.1,58.0,Chickpea
Loamy,Zaid,455.4,16.2,6.46,236.5,113.8,294.7,Tomato
Sandy Loam,Kharif,324.2,33.8,4.56,208.9,100.6,295.5,Groundnut
Clay Loam,Rabi,1987.6,35.8,7.97,38.5,95.8,154.4,Chickpea
Black Soil,Rabi,891.6,30.7,6.94,181.3,70.8,107.0,Chickpea
Sandy Loam,Rabi,1953.8,18.5,6.31,55.5,107.6,133.6,Onion
Clay,Rabi,2321.2,22.3,7.77,217.8,65.2,59.2,Rice
Red Soil,Kharif,1152.4,32.8,8.38,90.9,78.0,130.3,Cotton
Clay,Kharif,758.1,30.4,6.12,293.4,51.8,251.9,Rice
Clay Loam,Rabi,1480.5,14.1,5.84,147.3,58.5,138.3,Chickpea
Sandy Loam,Kharif,706.7,27.6,7.87,296.0,31.1,144.6,Maize
Clay Loam,Rabi,1727.5,26.8,8.91,264.7,37.9,160.9,Chickpea
Clay,Rabi,254.6,22.9,5.95,124.1,27.3,206.5,Rice
Loamy,Zaid,366.7,36.7,8.28,198.1,39.3,50.5,Onion
Clay Loam,Rabi,861.3,39.7,8.15,252.5,82.5,141.2,Chickpea
Sandy Loam,Rabi,243.8,37.1,5.2,193.4,61.1,160.8,Potato
Loamy,Zaid,276.8,28.4,4.87,128.9,74.9,31.4,Tomato
Clay Loam,Rabi,808.1,15.2,8.38,72.0,47.1,162.3,Chickpea
Loamy,Kharif,2255.9,32.2,6.16,128.9,11.1,103.9,Rice
Loamy,Rabi,1881.1,29.5,8.19,74.7,42.6,277.5,Potato
Sandy Loam,Rabi,2038.6,27.8,8.42,295.5,23.0,41.8,Mustard
Loamy,Rabi,835.6,22.9,4.98,341.4,27.9,289.9,Chickpea
Black Soil,Kharif,785.2,34.4,8.47,185.5,26.2,195.2,Cotton
Loamy,Rabi,2403.1,20.5,6.94,302.0,48.9,87.8,Chickpea
Loamy,Zaid,2102.5,36.6,7.13,143.8,100.2,277.1,Onion
Sandy Loam,Zaid,950.1,10.6,5.59,152.1,118.6,280.4,Onion
Red Soil,Zaid,819.7,31.0,5.35,93.4,95.1,124.2,Groundnut
Red Soil,Rabi,2342.2,23.8,6.04,336.1,64.8,108.0,Cotton
Alluvial,Zaid,974.5,35.9,5.75,136.2,21.8,258.7,Potato
Loamy,Rabi,944.0,38.4,6.99,128.5,117.7,238.2,Wheat
Clay,Rabi,1924.5,34.6,8.75,106.5,113.3,178.2,Rice
Loamy,Kharif,2246.6,36.2,6.49,208.7,78.6,219.8,Groundnut
Red Soil,Rabi,1917.6,38.2,7.54,83.6,87.9,175.0,Groundnut
Red Soil,Rabi,1881.5,20.6,5.4,50.7,106.3,129.9,Groundnut
Loamy,Zaid,795.1,11.7,6.94,56.2,40.7,127.7,Tomato
Sandy Loam,Zaid,1191.6,34.7,7.36,206.4,28.9,251.9,Onion
Red Soil,Zaid,920.7,28.1,8.99,343.8,32.2,205.9,Cotton
Clay,Kharif,507.8,28.5,8.65,114.3,36.9,291.0,Rice
Clay Loam,Rabi,218.5,36.1,8.56,331.1,46.3,180.9,Chickpea
Red Soil,Kharif,2241.4,31.9,7.47,46.6,98.3,211.8,Cotton
Clay,Rabi,1229.8,19.9,7.01,257.0,114.1,179.6,Rice
Clay,Zaid,2097.0,34.5,6.65,143.2,48.2,137.4,Rice
Sandy Loam,Rabi,2213.5,18.4,7.04,73.1,96.3,207.3,Potato
Sandy Loam,Zaid,968.8,21.3,8.95,331.6,113.6,110.4,Tomato
Clay Loam,Rabi,801.5,34.5,7.75,319.2,57.7,114.5,Chickpea
Clay,Kharif,617.2,28.4,7.66,304.4,67.8,205.5,Rice
Clay,Kharif,1464.9,16.7,5.05,55.0,89.6,196.0,Rice
Black Soil,Rabi,706.9,22.0,4.7,333.2,102.6,220.0,Chickpea
Clay Loam,Kharif,2357.2,29.7,6.87,324.8,13.8,134.0,Soybean
Sandy Loam,Zaid,1870.8,25.8,6.89,230.9,49.1,120.0,Onion
Black Soil,Zaid,807.3,24.8,5.79,279.1,61.4,33.8,Cotton
Black Soil,Kharif,1166.6,36.0,7.5,280.5,78.0,86.3,Soybean
Black Soil,Kharif,1045.7,10.3,7.72,89.3,43.2,64.0,Cotton
Clay Loam,Kharif,1387.7,20.3,8.18,53.8,60.7,230.5,Soybean
Red Soil,Zaid,2063.6,14.0,8.23,169.5,109.8,45.1,Cotton
Clay Loam,Zaid,1165.6,27.5,7.17,128.6,116.5,59.2,Tomato
Clay Loam,Rabi,2225.6,22.6,6.97,39.6,101.1,59.9,Chickpea
Clay,Rabi,2366.2,12.8,7.71,129.1,73.0,92.6,Rice
Red Soil,Kharif,325.5,28.9,5.51,181.1,113.4,54.9,Groundnut
Alluvial,Rabi,2218.0,35.9,4.62,207.6,78.8,172.6,Potato
Red Soil,Kharif,1965.2,30.3,5.29,297.5,105.7,233.2,Groundnut
Alluvial,Zaid,1833.6,17.3,7.76,102.9,97.0,188.3,Sugarcane
Clay Loam,Zaid,704.1,28.0,5.38,340.7,114.4,50.9,Onion
Loamy,Zaid,1118.3,35.8,4.91,117.1,10.3,117.4,Tomato
Sandy Loam,Rabi,2015.9,32.0,8.5,333.7,66.6,268.1,Mustard
Clay Loam,Kharif,2235.4,21.9,6.52,63.1,99.0,241.0,Soybean
Red Soil,Kharif,1547.0,22.2,7.07,321.5,52.7,176.3,Groundnut
Loamy,Zaid,1214.1,28.2,6.33,96.8,114.5,217.1,Onion
Clay,Zaid,795.1,12.2,5.45,131.2,70.3,187.0,Rice
Alluvial,Rabi,569.3,36.1,7.9,102.0,109.6,172.2,Mustard
Black Soil,Zaid,1523.8,21.8,7.63,235.7,111.4,143.4,Soybean
Black Soil,Kharif,1549.1,39.7,5.94,198.5,12.4,68.4,Cotton
Sandy Loam,Rabi,757.8,11.0,8.64,155.2,69.0,275.7,Potato
Clay Loam,Rabi,814.2,28.9,7.6,63.6,32.2,174.0,Chickpea
Clay,Rabi,2074.2,35.7,7.69,144.2,92.0,63.0,Rice
Clay,Kharif,1822.9,19.9,7.2,124.8,40.0,178.0,Rice
Clay Loam,Zaid,2183.8,32.2,5.13,49.1,19.0,161.8,Tomato
Loamy,Rabi,266.8,31.4,6.8,50.7,118.3,34.2,Potato
Black Soil,Kharif,1069.3,38.3,7.34,203.6,115.1,264.4,Cotton
Alluvial,Zaid,1152.8,19.7,5.11,108.0,38.9,120.8,Cotton
Clay Loam,Rabi,1124.0,33.4,6.92,161.1,89.1,126.2,Wheat
Alluvial,Kharif,744.1,24.2,7.31,282.8,85.3,87.5,Maize
Red Soil,Zaid,2032.2,33.6,8.13,102.2,63.7,126.7,Cotton
Loamy,Rabi,728.7,30.9,8.53,243.6,70.3,52.3,Potato
Red Soil,Rabi,2022.4,28.3,4.65,243.1,53.3,226.8,Groundnut
Clay Loam,Kharif,1507.0,15.2,7.36,183.3,114.2,272.3,Soybean
Black Soil,Kharif,829.1,38.5,7.88,266.1,21.4,134.4,Cotton
Alluvial,Zaid,1881.8,24.8,8.64,235.0,35.1,174.0,Rice
Clay Loam,Kharif,399.0,14.9,7.2,190.9,87.0,60.0,Soybean
Alluvial,Zaid,2058.2,26.8,4.62,49.8,10.4,244.4,Mustard
Sandy Loam,Rabi,300.4,33.1,8.83,137.0,103.0,60.8,Potato
Sandy Loam,Kharif,2081.2,22.8,8.51,56.4,41.4,147.7,Maize
Clay Loam,Kharif,1324.0,27.1,7.91,111.5,30.0,133.9,Soybean
Red Soil,Zaid,1763.8,29.7,8.88,110.9,80.6,90.8,Cotton
Alluvial,Kharif,264.2,38.2,4.68,109.0,69.4,185.6,Cotton
Alluvial,Kharif,2229.2,24.8,7.59,162.9,113.3,286.9,Cotton
Clay Loam,Kharif,1676.2,17.9,5.79,98.1,74.3,287.2,Soybean
Black Soil,Kharif,300.8,27.3,5.77,209.3,30.9,195.9,Cotton
Clay Loam,Kharif,2181.9,14.4,6.34,324.3,58.7,260.6,Soybean
Clay,Rabi,520.9,12.5,5.84,61.6,46.9,51.1,Rice
Clay,Rabi,263.3,12.4,8.35,73.1,41.0,128.6,Rice
Loamy,Zaid,1369.1,37.6,5.08,69.2,20.9,39.1,Tomato
Clay,Rabi,550.1,37.7,5.08,269.0,67.1,286.6,Rice
Alluvial,Kharif,1080.8,17.4,6.56,158.7,66.4,50.9,Cotton
Clay Loam,Rabi,1776.1,23.7,5.61,55.5,105.3,165.6,Wheat
Red Soil,Zaid,1000.1,30.9,4.8,89.4,29.7,188.9,Groundnut
Black Soil,Zaid,689.4,27.5,6.74,200.8,29.8,107.7,Cotton
Black Soil,Rabi,1860.0,35.9,5.77,209.0,17.3,51.4,Chickpea
Loamy,Zaid,1926.0,13.5,5.96,36.3,87.3,224.8,Tomato
Sandy Loam,Rabi,1517.4,16.3,5.03,105.9,59.1,208.6,Potato
Red Soil,Rabi,2029.2,39.8,8.19,301.1,35.6,268.6,Cotton
Red Soil,Zaid,2116.9,23.3,7.82,294.4,29.9,152.7,Cotton
Clay Loam,Zaid,237.7,29.2,7.24,187.6,44.1,285.4,Tomato
Sandy Loam,Kharif,2264.7,17.3,7.16,305.9,91.4,67.3,Maize
Loamy,Zaid,636.5,19.5,6.86,248.5,101.3,97.5,Tomato
Alluvial,Kharif,1365.7,17.9,8.03,261.0,36.7,191.6,Cotton
Loamy,Kharif,427.3,32.8,7.62,305.5,43.1,253.5,Groundnut
Alluvial,Rabi,618.4,28.5,8.13,178.9,72.6,194.5,Potato
Sandy Loam,Rabi,1796.2,20.5,7.24,133.0,113.1,102.3,Mustard
Clay,Kharif,1032.2,29.8,6.42,246.0,110.3,102.4,Rice
Sandy Loam,Zaid,645.5,11.5,7.81,162.4,70.0,67.5,Tomato
Black Soil,Zaid,1289.9,25.4,8.63,246.9,110.6,99.4,Cotton
Sandy Loam,Kharif,653.0,17.3,5.67,57.9,86.8,105.0,Maize
Black Soil,Rabi,535.4,28.2,7.26,85.7,105.7,213.6,Chickpea
Black Soil,Rabi,2035.1,35.7,5.7,190.5,81.9,140.6,Chickpea
Black Soil,Rabi,1524.8,10.9,7.54,238.7,58.6,239.6,Chickpea
Sandy Loam,Zaid,360.1,37.1,8.06,52.1,100.8,47.8,Tomato
Black Soil,Kharif,553.4,36.2,4.66,143.5,33.6,284.6,Cotton
Red Soil,Rabi,2186.2,33.1,7.98,178.7,68.6,135.3,Groundnut
Black Soil,Zaid,608.8,14.8,5.78,179.4,20.0,266.2,Soybean
Black Soil,Kharif,555.3,16.4,6.88,139.5,23.2,90.0,Soybean
Clay,Zaid,1004.6,23.7,7.12,124.5,102.6,34.9,Rice
Sandy Loam,Rabi,981.2,15.2,5.75,40.9,83.4,255.3,Mustard
Clay Loam,Rabi,2139.0,25.3,5.38,56.5,14.1,219.5,Wheat
Clay,Rabi,277.9,30.8,6.44,135.4,69.1,236.1,Rice
Sandy Loam,Zaid,631.3,27.5,8.3,83.1,102.5,100.8,Tomato
Sandy Loam,Rabi,2118.1,20.0,8.19,174.1,108.9,273.7,Potato
Clay,Kharif,2137.4,31.8,4.88,83.8,73.4,193.5,Rice
Red Soil,Kharif,881.9,21.4,7.41,119.6,52.5,70.1,Groundnut
Clay Loam,Zaid,1570.0,33.8,5.14,57.6,80.3,285.5,Tomato
Alluvial,Zaid,258.4,19.4,6.23,217.9,118.0,49.4,Maize
Clay,Rabi,2117.4,20.8,7.82,236.6,44.2,84.3,Rice
Clay Loam,Kharif,2385.0,22.9,6.21,150.0,24.7,90.1,Soybean
Red Soil,Kharif,765.3,23.9,7.47,195.7,86.8,79.8,Cotton
Red Soil,Rabi,916.4,19.0,6.97,252.6,55.1,100.0,Cotton
Sandy Loam,Rabi,532.0,27.5,8.17,173.6,59.3,277.7,Mustard
Black Soil,Zaid,671.4,29.2,7.68,225.9,78.8,287.2,Soybean
Clay,Zaid,2250.2,39.5,4.61,52.2,118.2,212.9,Rice
Red Soil,Rabi,219.3,23.6,5.35,347.1,100.0,190.2,Cotton
Alluvial,Kharif,834.5,31.6,8.91,326.5,61.8,182.9,Cotton
Black Soil,Rabi,832.7,22.8,8.01,209.9,24.7,47.3,Chickpea
Alluvial,Rabi,1399.9,21.8,7.67,30.3,73.3,277.5,Mustard
Loamy,Zaid,1120.4,26.9,5.47,92.7,23.9,162.5,Onion
Loamy,Zaid,305.8,39.3,5.4,160.2,49.9,53.1,Onion
Black Soil,Kharif,474.2,27.7,5.47,173.9,68.9,212.3,Soybean
Clay Loam,Kharif,1197.1,12.7,6.69,170.3,11.4,134.7,Soybean
Black Soil,Zaid,1258.2,39.0,7.75,288.6,107.4,284.6,Soybean
Loamy,Kharif,1544.8,35.2,7.32,272.5,105.8,270.5,Rice
Clay,Rabi,1836.4,36.6,5.6,77.6,23.7,236.3,Rice
Sandy Loam,Zaid,1524.2,31.7,5.71,247.6,71.6,157.9,Tomato
Red Soil,Kharif,1545.0,27.8,7.77,321.9,30.7,233.8,Cotton
Loamy,Zaid,678.0,19.1,8.52,223.9,57.7,110.9,Onion
Clay,Zaid,1350.5,16.5,6.78,111.0,24.1,293.1,Rice
Alluvial,Rabi,805.9,37.9,6.05,151.8,20.1,87.8,Wheat
Alluvial,Rabi,506.6,33.5,6.99,74.2,77.3,228.9,Wheat
Red Soil,Kharif,787.0,26.7,6.06,65.5,31.2,111.5,Cotton
Sandy Loam,Zaid,2473.9,17.8,7.12,337.7,110.9,57.2,Tomato
Alluvial,Zaid,2023.8,26.8,5.78,115.6,55.3,60.6,Sugarcane
Black Soil,Rabi,351.0,35.2,4.96,116.0,33.1,191.0,Chickpea
Alluvial,Zaid,2483.0,11.2,7.32,36.0,90.8,120.0,Mustard
Clay,Rabi,311.6,21.9,4.95,226.4,89.0,38.4,Rice
Alluvial,Kharif,1098.7,13.8,4.85,54.2,18.8,136.6,Rice
Black Soil,Kharif,1789.8,16.4,4.61,135.6,72.2,117.5,Cotton
Clay Loam,Kharif,1106.6,22.5,7.82,116.6,85.9,224.9,Soybean
Black Soil,Kharif,1363.4,26.3,7.94,227.2,58.7,286.9,Cotton
Clay,Kharif,1647.3,34.5,8.61,327.1,72.5,238.9,Rice
Clay Loam,Rabi,1992.0,29.5,5.82,262.4,73.2,172.9,Wheat
Loamy,Kharif,1375.0,31.3,8.93,138.6,47.1,294.7,Groundnut
Clay Loam,Rabi,702.0,28.5,5.06,333.3,54.3,62.2,Wheat
Sandy Loam,Zaid,1858.2,11.6,7.19,31.9,61.7,238.4,Tomato
Clay,Zaid,229.7,20.2,8.11,317.2,51.0,205.2,Rice
Loamy,Kharif,1654.3,30.9,6.25,286.5,109.5,81.4,Maize
Loamy,Zaid,1015.9,38.5,5.66,299.3,35.3,51.4,Onion
Sandy Loam,Zaid,957.2,35.2,4.64,340.7,40.5,47.9,Tomato
Loamy,Rabi,1001.4,27.9,7.55,93.5,80.7,30.8,Chickpea
Alluvial,Kharif,584.8,37.4,6.16,179.3,103.4,171.5,Cotton
Black Soil,Rabi,1215.2,16.2,5.94,334.8,42.0,191.0,Chickpea
Alluvial,Zaid,2077.5,34.6,7.11,45.6,63.6,169.3,Maize
Loamy,Zaid,2192.8,18.8,6.62,287.2,25.3,185.0,Tomato
Loamy,Kharif,970.6,19.7,7.34,63.9,19.1,123.5,Rice
Alluvial,Kharif,1090.1,13.3,5.55,349.4,85.9,226.8,Rice
Clay,Kharif,681.2,31.6,4.6,214.1,110.9,149.0,Rice
Red Soil,Zaid,1536.2,12.8,6.61,314.6,83.7,95.7,Cotton
Loamy,Kharif,1937.9,28.2,7.14,36.1,98.8,218.9,Groundnut
Clay Loam,Rabi,1495.3,12.1,8.8,162.9,86.5,150.0,Chickpea
Black Soil,Kharif,1043.4,40.0,6.31,162.8,64.9,278.2,Cotton
Sandy Loam,Zaid,1929.4,35.0,6.07,280.7,117.9,223.0,Tomato
Clay,Zaid,1409.9,23.4,7.97,319.8,112.1,70.9,Rice
Red Soil,Kharif,860.2,14.6,6.13,175.9,111.7,252.3,Cotton
Clay Loam,Zaid,1478.1,33.7,8.87,52.6,22.9,230.4,Onion
Clay,Rabi,1736.0,25.8,6.71,47.4,62.9,227.0,Rice
Black Soil,Kharif,1455.3,10.6,5.37,81.5,115.9,288.5,Cotton
Clay,Zaid,549.2,20.5,5.18,180.1,48.0,102.1,Rice
Alluvial,Rabi,879.6,37.3,6.15,162.3,32.0,258.2,Wheat
Red Soil,Zaid,2339.8,28.4,5.53,343.1,65.4,110.8,Groundnut
Clay,Zaid,1673.9,17.1,7.72,189.3,64.8,153.7,Rice
Loamy,Zaid,280.0,29.8,6.17,125.5,35.6,236.0,Onion
Alluvial,Zaid,595.4,23.4,5.94,272.7,49.1,202.5,Sugarcane
Loamy,Kharif,781.4,10.6,6.36,313.7,40.6,184.6,Maize
Clay,Rabi,1419.7,38.4,8.87,318.6,116.3,113.7,Rice
Loamy,Kharif,394.4,30.0,7.13,313.4,38.7,163.4,Rice
Sandy Loam,Kharif,2076.7,37.1,8.67,314.8,72.9,208.6,Groundnut
Sandy Loam,Rabi,503.7,32.5,8.23,321.9,90.3,288.1,Potato
Clay Loam,Kharif,2314.5,25.6,4.86,153.2,51.1,140.7,Soybean
Sandy Loam,Rabi,2388.5,34.5,4.77,76.3,102.9,270.9,Potato
Black Soil,Zaid,2365.5,27.2,7.14,40.8,110.6,299.2,Cotton
Sandy Loam,Kharif,1642.7,31.3,6.01,274.2,64.4,211.1,Groundnut
Loamy,Kharif,2058.4,15.3,5.33,328.0,67.8,133.3,Rice
Black Soil,Kharif,1404.4,36.0,7.95,306.3,90.1,203.3,Cotton
Black Soil,Kharif,1168.9,14.6,6.1,225.2,10.5,166.1,Soybean
Clay,Kharif,470.1,31.4,8.54,88.1,28.2,168.5,Rice
Clay,Zaid,1826.3,33.6,7.89,118.5,62.8,95.6,Rice
Clay Loam,Zaid,1637.9,25.0,8.46,166.7,30.8,67.7,Tomato
Alluvial,Kharif,1919.0,34.4,8.02,309.8,115.6,46.1,Maize
Sandy Loam,Kharif,756.5,33.3,5.76,69.3,109.6,278.6,Maize
Loamy,Kharif,2454.8,23.4,6.55,151.3,47.0,191.1,Groundnut
Black Soil,Kharif,2006.7,21.5,4.84,93.9,104.5,114.8,Cotton
Black Soil,Rabi,1246.1,14.5,8.86,322.7,14.1,164.5,Chickpea
Sandy Loam,Kharif,2227.4,17.8,8.16,326.6,84.2,280.8,Groundnut
Clay Loam,Rabi,1021.0,38.3,8.76,299.0,23.3,264.9,Wheat
Clay Loam,Zaid,2175.0,39.4,8.18,62.4,50.9,135.9,Tomato
Clay,Rabi,438.6,14.8,5.6,264.8,44.8,260.0,Rice
Clay,Kharif,1205.0,18.2,5.48,149.9,65.9,44.8,Rice
Red Soil,Kharif,1890.6,19.5,8.03,230.2,115.1,255.7,Groundnut
Black Soil,Zaid,285.0,12.3,8.26,336.4,103.6,289.5,Cotton
Clay Loam,Kharif,2020.9,35.7,5.21,315.3,80.4,65.9,Soybean
Loamy,Zaid,1130.6,37.0,6.65,283.8,54.7,34.8,Onion
Clay Loam,Zaid,603.5,38.0,8.17,172.1,16.0,93.7,Onion
Clay Loam,Kharif,918.1,39.8,8.94,78.8,58.0,169.3,Soybean
Sandy Loam,Zaid,714.6,17.0,5.97,186.9,31.1,34.8,Onion
Clay,Kharif,262.0,29.7,7.98,245.3,84.3,169.1,Rice
Clay Loam,Rabi,1323.7,36.4,6.0,324.3,67.8,282.3,Chickpea
Red Soil,Zaid,2378.2,15.9,7.76,109.3,58.4,287.1,Cotton
Sandy Loam,Rabi,2135.0,32.3,8.04,280.4,71.8,111.7,Potato
Alluvial,Zaid,418.4,36.0,7.16,233.3,35.8,162.9,Sugarcane
Red Soil,Zaid,860.7,23.5,5.71,186.2,88.9,254.9,Cotton
Alluvial,Kharif,1676.5,18.9,6.19,60.4,19.3,37.7,Maize
Clay Loam,Kharif,2285.6,11.6,4.7,337.5,59.5,117.6,Soybean
Sandy Loam,Zaid,900.7,18.8,7.68,329.0,32.4,224.7,Tomato
Clay,Zaid,2024.4,28.5,7.94,218.1,73.2,134.7,Rice
Red Soil,Zaid,1656.6,18.4,4.82,41.1,76.6,228.5,Groundnut
Clay,Kharif,1957.9,38.6,7.82,189.9,39.7,125.9,Rice
Loamy,Kharif,658.7,34.4,7.87,321.5,36.3,30.5,Maize
Sandy Loam,Rabi,2200.5,12.0,5.93,149.6,68.8,205.1,Potato
Black Soil,Zaid,1154.7,19.9,8.3,124.2,46.7,276.7,Cotton
Sandy Loam,Rabi,683.2,26.1,6.27,60.1,71.2,89.6,Potato
Alluvial,Zaid,1507.9,18.4,4.78,88.4,73.7,168.5,Mustard
Loamy,Zaid,1160.5,37.9,5.08,132.5,64.7,46.5,Onion
Sandy Loam,Rabi,1040.8,23.1,5.45,342.3,32.7,191.3,Mustard
Sandy Loam,Zaid,355.0,22.4,5.31,309.2,86.0,121.8,Onion
Black Soil,Zaid,1143.4,29.0,7.26,63.5,29.5,134.7,Soybean
Alluvial,Kharif,2475.9,20.5,6.83,291.0,119.6,183.3,Maize
Clay,Rabi,560.9,20.8,6.33,235.5,82.4,98.9,Rice
Red Soil,Rabi,1473.9,12.3,6.1,114.8,58.6,208.9,Cotton
Sandy Loam,Kharif,1725.7,35.4,4.98,177.1,83.1,242.1,Groundnut
Red Soil,Zaid,1601.3,28.3,7.75,205.6,70.9,232.9,Cotton
Loamy,Kharif,1238.2,10.3,5.99,204.5,46.9,115.8,Maize
Alluvial,Kharif,1003.1,12.7,6.81,190.8,112.7,182.8,Cotton
Alluvial,Zaid,1653.6,14.2,5.15,116.0,106.3,293.6,Wheat
Loamy,Kharif,2432.7,14.4,6.37,160.3,44.0,228.8,Rice
Loamy,Kharif,2195.4,22.8,5.89,216.8,19.3,222.3,Soybean
Red Soil,Rabi,767.6,32.3,7.51,301.9,60.0,156.2,Cotton
Clay Loam,Zaid,271.2,32.4,8.67,46.3,108.2,59.1,Tomato
Red Soil,Zaid,1218.5,28.4,5.63,50.0,17.1,218.4,Groundnut
Loamy,Zaid,764.4,12.9,7.92,237.0,32.9,217.4,Tomato
Clay Loam,Rabi,470.0,30.5,7.54,251.5,31.4,202.4,Chickpea
Loamy,Rabi,1142.4,30.5,6.9,291.1,101.4,242.4,Chickpea
Clay Loam,Kharif,1322.6,31.2,5.85,312.3,15.7,59.3,Soybean
Red Soil,Rabi,448.7,38.6,6.09,175.3,11.1,234.5,Groundnut
Black Soil,Kharif,1529.1,11.6,7.37,347.7,17.3,146.3,Soybean
Black Soil,Rabi,512.6,16.5,4.98,253.0,101.0,67.0,Chickpea
Clay Loam,Zaid,348.7,16.0,6.46,180.7,80.4,177.7,Onion
Clay Loam,Zaid,1619.2,38.9,5.15,338.7,18.0,288.7,Tomato
Clay Loam,Rabi,545.9,12.2,7.9,253.1,82.3,281.5,Tomato
Loamy,Zaid,2176.2,21.6,4.56,205.8,22.7,214.9,Tomato
Sandy Loam,Zaid,2067.3,17.8,7.94,275.3,52.6,144.6,Onion
Black Soil,Zaid,1784.0,33.8,5.84,81.2,63.3,224.3,Cotton
Clay,Rabi,2209.7,24.4,8.28,49.3,111.3,109.5,Rice
Clay Loam,Kharif,1318.8,21.5,5.74,73.2,56.7,153.4,Soybean
Red Soil,Zaid,1000.2,15.3,4.89,339.3,79.2,153.8,Cotton
Clay,Rabi,909.8,31.2,5.47,119.0,99.6,90.9,Rice
Loamy,Kharif,1655.8,39.6,4.65,41.9,108.6,165.5,Maize
Alluvial,Rabi,935.8,10.3,8.72,33.4,59.7,270.7,Potato
Clay,Rabi,767.4,31.7,4.79,231.4,78.8,107.1,Rice
Black Soil,Kharif,1369.6,33.6,6.0,341.5,74.4,246.8,Soybean
Clay,Rabi,1077.2,15.6,7.74,238.0,93.9,58.5,Rice
Sandy Loam,Zaid,2271.9,35.0,6.16,211.8,50.9,213.6,Tomato
Alluvial,Rabi,1965.5,20.8,5.46,349.6,29.6,213.9,Mustard
Alluvial,Zaid,876.7,11.7,5.84,241.3,86.5,296.1,Cotton
Loamy,Zaid,843.6,15.1,5.35,177.1,19.5,141.2,Tomato
Black Soil,Rabi,1132.2,17.9,6.27,345.4,95.9,132.4,Chickpea
Clay Loam,Rabi,842.1,17.2,8.76,268.5,98.9,216.7,Wheat
Sandy Loam,Rabi,1889.4,22.7,7.28,236.9,102.9,94.3,Mustard
Clay,Rabi,1148.6,10.6,5.75,59.3,99.7,61.5,Rice
Red Soil,Zaid,1914.6,29.9,8.51,145.2,93.6,94.0,Groundnut
Loamy,Rabi,1475.9,26.9,5.55,267.8,58.1,165.7,Wheat
Sandy Loam,Kharif,1812.1,15.0,7.28,279.7,89.1,164.3,Groundnut
Loamy,Kharif,2444.5,30.2,7.78,81.9,45.0,271.7,Maize
Black Soil,Zaid,1896.2,12.3,5.27,216.1,99.0,72.3,Soybean
Red Soil,Rabi,2387.6,37.4,6.15,41.9,108.8,146.9,Groundnut
Clay,Zaid,1743.7,17.2,7.01,245.2,84.5,58.2,Rice
Clay,Kharif,1861.5,26.9,4.51,48.8,49.8,297.1,Rice
Alluvial,Kharif,1866.4,15.4,5.9,62.5,78.3,244.6,Cotton
Red Soil,Rabi,1130.4,25.4,4.61,43.9,80.1,77.5,Cotton
Sandy Loam,Zaid,2282.3,24.3,4.87,277.6,40.2,178.9,Onion
Red Soil,Kharif,438.2,24.0,7.71,343.6,101.0,45.8,Groundnut
Clay Loam,Zaid,2339.5,21.4,4.81,150.4,26.6,247.0,Onion
Red Soil,Zaid,728.6,37.4,7.75,120.9,28.6,131.3,Cotton
Alluvial,Zaid,206.5,30.0,8.65,292.2,117.6,145.9,Potato
Clay Loam,Zaid,1086.8,15.2,7.44,256.6,51.7,111.9,Tomato
Sandy Loam,Kharif,1969.1,26.7,8.06,198.2,22.3,240.0,Maize
Alluvial,Zaid,2091.4,22.4,6.1,51.7,37.0,192.3,Sugarcane
Black Soil,Zaid,2171.2,27.7,7.6,192.7,88.0,285.5,Cotton
Clay,Kharif,404.2,39.1,5.0,72.3,71.7,276.2,Rice
Black Soil,Rabi,2195.1,32.3,8.53,325.1,78.5,139.9,Chickpea
Alluvial,Rabi,1010.6,27.0,6.81,157.2,102.2,106.4,Wheat
Sandy Loam,Kharif,1363.2,35.5,8.34,101.0,52.3,74.0,Groundnut
Black Soil,Rabi,2176.2,12.1,8.56,86.3,28.7,34.0,Chickpea
Black Soil,Rabi,704.7,24.7,7.34,165.9,73.2,260.7,Chickpea
Clay Loam,Zaid,1894.2,18.2,6.61,305.2,49.1,138.0,Tomato
Clay,Rabi,882.4,13.4,4.71,142.5,104.0,175.0,Rice
Red Soil,Zaid,903.1,30.2,7.08,286.4,13.8,54.7,Cotton
