crop,season,humidity_percent,temperature_c,rainfall_mm,disease_risk,disease_occurred
Tomato,Zaid,58.7,26.9,602.3,Low,None
Rice,Kharif,67.8,18.5,1441.2,Medium,Brown Spot
Wheat,Rabi,92.8,18.9,1725.1,High,Loose Smut
Wheat,Zaid,73.9,20.2,1864.1,Medium,Loose Smut
Wheat,Rabi,91.9,31.9,860.5,Medium,Loose Smut
Rice,Rabi,75.8,32.4,1494.9,High,Bacterial Leaf Blight
Tomato,Zaid,58.8,17.4,314.0,Low,None
Potato,Kharif,79.1,17.3,475.3,Medium,None
Cotton,Zaid,90.5,23.4,1041.0,High,Bollworm
Cotton,Zaid,59.5,32.3,1230.0,Medium,Bacterial Blight
Tomato,Kharif,87.0,23.7,965.8,High,Early Blight
Rice,Zaid,82.1,19.9,736.4,Low,None
Potato,Zaid,74.0,26.4,324.6,Medium,Late Blight
Soybean,Kharif,54.7,26.6,878.3,Low,None
Rice,Rabi,71.1,16.2,1510.1,Medium,Bacterial Leaf Blight
Potato,Zaid,87.0,28.1,1593.9,High,Early Blight
Tomato,Rabi,83.9,27.8,994.9,High,Fruit Borer
Wheat,Kharif,61.9,33.7,315.0,Medium,Loose Smut
Tomato,Rabi,68.2,18.2,1297.4,Medium,Early Blight
Potato,Zaid,82.2,20.2,470.2,Medium,Late Blight
Wheat,Kharif,94.1,22.2,634.9,High,Loose Smut
Wheat,Rabi,73.2,35.3,1868.1,Medium,Powdery Mildew
Tomato,Kharif,67.2,31.4,1415.8,High,Late Blight
Tomato,Kharif,87.8,17.6,464.8,Medium,Early Blight
Cotton,Kharif,65.1,26.4,1553.3,Medium,Whitefly
Cotton,Zaid,94.3,22.5,506.9,Medium,Bollworm
Potato,Kharif,40.5,19.0,1176.6,Low,None
Potato,Rabi,70.0,16.7,731.2,Low,None
Soybean,Zaid,41.8,35.7,1908.6,Low,None
Soybean,Zaid,56.2,27.8,1717.1,Low,None
Wheat,Kharif,40.5,32.7,1141.3,Medium,None
Cotton,Kharif,88.9,20.1,892.3,Medium,Bollworm
Soybean,Zaid,62.8,19.6,1355.9,Medium,Rust
Rice,Rabi,55.7,19.6,1512.7,Medium,Brown Spot
Potato,Zaid,72.1,36.1,1667.2,Medium,Late Blight
Tomato,Rabi,59.2,17.3,548.8,Low,None
Rice,Rabi,78.8,16.2,1515.3,High,Brown Spot
Soybean,Zaid,77.4,36.7,1806.3,High,Yellow Mosaic
Rice,Rabi,43.2,32.4,830.5,Low,None
Wheat,Kharif,61.3,21.3,1815.4,High,Powdery Mildew
Rice,Zaid,48.3,28.3,1046.7,Low,None
Tomato,Rabi,46.5,32.3,1404.2,Low,None
Rice,Rabi,58.7,18.9,1454.8,Medium,Blast
Soybean,Zaid,41.0,16.0,1655.4,Low,None
Potato,Kharif,83.9,31.5,879.5,High,Late Blight
Tomato,Kharif,64.2,22.2,1905.5,High,Fruit Borer
Soybean,Kharif,71.9,17.1,1557.4,High,Pod Borer
Potato,Rabi,54.5,15.5,1376.4,Low,None
Tomato,Rabi,47.3,30.4,454.5,Low,None
Wheat,Zaid,90.5,16.2,1427.6,High,Loose Smut
Tomato,Rabi,67.7,38.0,1723.2,Medium,None
Cotton,Rabi,67.9,26.3,657.6,Low,None
Rice,Zaid,83.2,20.0,1436.6,Medium,None
Soybean,Kharif,54.7,16.7,1615.7,Medium,Pod Borer
Soybean,Kharif,50.5,30.0,960.8,Low,None
Potato,Rabi,62.3,23.9,1998.5,Medium,Late Blight
Soybean,Kharif,90.8,23.2,1053.4,High,Pod Borer
Soybean,Zaid,78.1,23.9,837.1,High,Rust
Cotton,Zaid,89.8,27.1,1450.4,High,Whitefly
Soybean,Rabi,67.5,27.3,1898.6,Medium,Yellow Mosaic
Rice,Kharif,49.4,25.6,1434.7,Medium,Bacterial Leaf Blight
Wheat,Kharif,55.4,35.6,297.2,Low,None
Tomato,Zaid,54.7,34.3,699.5,Low,None
Tomato,Rabi,55.6,25.2,1884.7,Medium,Fruit Borer
Rice,Rabi,78.9,30.6,264.4,Low,None
Tomato,Rabi,56.9,15.6,1327.2,Medium,Fruit Borer
Rice,Kharif,73.5,17.1,1654.5,High,Blast
Rice,Rabi,40.3,37.4,866.5,Low,None
Rice,Zaid,41.7,16.8,488.1,Low,None
Rice,Rabi,76.6,36.2,1569.9,High,Bacterial Leaf Blight
Wheat,Rabi,77.2,26.6,1476.3,High,Powdery Mildew
Wheat,Zaid,92.5,27.8,1565.2,High,Loose Smut
Cotton,Kharif,68.0,22.9,1998.9,Medium,Whitefly
Cotton,Kharif,72.0,21.0,1488.8,Medium,Whitefly
Potato,Rabi,51.1,20.3,1436.0,Low,None
Tomato,Zaid,47.3,26.2,1974.2,Low,None
Tomato,Zaid,49.7,36.1,858.0,Low,None
Rice,Zaid,42.6,28.9,350.1,Low,None
Wheat,Rabi,66.7,19.4,1122.1,Low,None
Cotton,Rabi,74.2,17.7,979.5,Low,None
Potato,Zaid,85.8,34.6,1756.0,Medium,None
Cotton,Kharif,66.4,29.2,639.3,Low,None
Wheat,Kharif,49.3,23.0,503.2,Low,None
Rice,Rabi,82.4,30.1,571.6,Medium,None
Wheat,Rabi,68.1,29.3,1329.5,Medium,None
Rice,Rabi,80.2,35.6,315.0,Medium,None
Potato,Zaid,46.1,33.5,620.7,Low,None
Rice,Kharif,67.5,34.1,1374.9,Medium,Blast
Cotton,Kharif,67.4,34.5,1590.0,Medium,Whitefly
Wheat,Kharif,66.2,17.5,406.0,Medium,Loose Smut
Soybean,Rabi,87.4,28.1,1518.8,High,Pod Borer
Soybean,Kharif,87.6,27.3,443.5,High,Rust
Potato,Zaid,85.1,22.4,1696.7,High,Late Blight
Soybean,Kharif,94.7,24.1,710.3,High,Pod Borer
Potato,Rabi,74.4,30.0,742.4,Low,None
Potato,Rabi,58.8,22.8,1971.5,Medium,None
Cotton,Rabi,43.5,27.9,979.2,Low,None
Tomato,Rabi,93.9,15.4,279.3,Medium,Late Blight
Soybean,Rabi,79.1,17.6,1319.4,High,Yellow Mosaic
Rice,Rabi,81.4,17.1,755.6,Low,None
Tomato,Zaid,64.0,34.4,782.2,Low,None
Soybean,Rabi,47.1,31.5,1782.2,Low,None
Potato,Kharif,74.1,16.0,869.4,Medium,Early Blight
Soybean,Rabi,73.2,22.1,1042.2,Medium,Rust
Tomato,Zaid,65.4,19.2,604.6,Low,None
Rice,Kharif,59.6,20.6,1869.9,Medium,Bacterial Leaf Blight
Cotton,Rabi,93.6,33.4,830.2,Medium,Whitefly
Rice,Rabi,75.7,24.2,1217.0,High,Bacterial Leaf Blight
Potato,Zaid,92.5,23.3,1330.7,High,Late Blight
Wheat,Rabi,92.8,37.4,735.0,Low,None
Tomato,Zaid,81.9,36.8,1562.2,High,Fruit Borer
Tomato,Rabi,84.5,21.5,826.9,Medium,Fruit Borer
Cotton,Kharif,83.4,26.8,1931.9,High,Whitefly
Tomato,Zaid,42.9,25.0,712.9,Low,None
Cotton,Rabi,92.3,20.4,945.8,Medium,Whitefly
Wheat,Zaid,82.2,16.7,858.3,Medium,Rust
Rice,Rabi,74.6,15.7,1126.9,Medium,Brown Spot
Rice,Zaid,75.1,37.5,1409.7,High,Bacterial Leaf Blight
Tomato,Zaid,86.5,17.6,675.1,Medium,Late Blight
Potato,Rabi,63.9,28.8,1228.1,Medium,None
Cotton,Zaid,75.2,15.9,1117.5,Medium,None
Cotton,Kharif,88.2,31.5,353.2,Medium,Bacterial Blight
Soybean,Rabi,59.5,17.8,1076.1,Low,None
Soybean,Rabi,87.6,33.3,1593.5,High,Pod Borer
Potato,Kharif,53.9,37.6,978.3,Medium,None
Soybean,Kharif,78.1,29.2,403.2,High,Pod Borer
Rice,Rabi,84.5,36.6,770.9,Medium,Blast
Rice,Kharif,78.4,16.0,1408.3,High,Brown Spot
Soybean,Zaid,62.3,16.7,1537.2,Medium,None
Soybean,Rabi,75.6,35.6,1412.5,Medium,Yellow Mosaic
Wheat,Kharif,57.0,33.3,829.6,Low,None
Cotton,Rabi,86.3,15.3,1837.7,High,Bacterial Blight
Rice,Zaid,61.7,31.8,823.0,Medium,Bacterial Leaf Blight
Potato,Kharif,61.0,28.5,383.4,Medium,Early Blight
Cotton,Kharif,53.6,19.0,957.3,Low,None
Wheat,Kharif,89.8,24.1,985.0,High,Powdery Mildew
Wheat,Zaid,75.7,16.2,728.1,Low,None
Rice,Rabi,53.2,19.9,1711.0,Low,None
Potato,Kharif,68.7,36.4,381.1,Low,None
Cotton,Kharif,86.8,37.3,1275.8,High,Bacterial Blight
Tomato,Rabi,67.3,33.5,773.8,Low,None
Wheat,Rabi,69.6,27.8,340.6,Low,None
Soybean,Zaid,83.6,21.5,914.4,Medium,None
Soybean,Zaid,44.7,16.5,376.1,Low,None
Rice,Rabi,64.0,24.2,1570.9,Medium,None
Potato,Zaid,70.3,25.0,912.0,High,Early Blight
Tomato,Kharif,88.7,31.4,1685.4,High,Early Blight
Potato,Kharif,70.0,23.1,1618.5,High,Early Blight
Rice,Kharif,60.9,30.5,637.4,Low,None
Wheat,Zaid,70.9,30.6,1265.0,Medium,Powdery Mildew
Soybean,Rabi,86.5,17.2,997.3,Medium,Yellow Mosaic
Soybean,Zaid,51.7,33.9,1473.9,Low,None
Soybean,Rabi,87.1,35.3,534.8,Medium,None
Potato,Kharif,83.1,20.6,1582.6,High,Early Blight
Soybean,Zaid,91.5,27.4,1543.9,High,Rust
Rice,Zaid,58.7,27.2,1632.3,Medium,None
Cotton,Kharif,60.1,22.9,315.6,Medium,Whitefly
Cotton,Kharif,86.6,35.0,1122.9,Medium,Bacterial Blight
Soybean,Zaid,69.3,25.7,1261.9,Medium,None
Potato,Zaid,70.5,27.8,686.2,Medium,None
Wheat,Rabi,68.3,31.0,508.4,Low,None
Rice,Zaid,60.2,22.2,709.1,Low,None
Cotton,Kharif,70.7,22.0,1751.5,High,Bollworm
Tomato,Rabi,82.2,35.4,1246.8,High,Early Blight
Rice,Zaid,92.7,18.6,1123.2,Medium,Bacterial Leaf Blight
Cotton,Kharif,81.8,15.4,232.8,Medium,Bollworm
Potato,Kharif,71.6,29.1,1335.9,High,Late Blight
Wheat,Rabi,68.1,31.1,410.4,Low,None
Soybean,Kharif,50.5,17.5,441.8,Low,None
Potato,Rabi,94.0,34.5,1996.6,High,Late Blight
Cotton,Rabi,43.0,18.7,1357.4,Medium,Bollworm
Soybean,Rabi,88.0,25.2,594.5,High,Pod Borer
Soybean,Kharif,91.5,36.5,1496.2,High,Yellow Mosaic
Tomato,Zaid,52.2,33.8,728.5,Low,None
Soybean,Kharif,40.6,35.6,1060.4,Medium,Yellow Mosaic
Cotton,Zaid,65.6,26.2,910.3,Low,None
Wheat,Rabi,57.6,22.0,419.0,Low,None
Tomato,Zaid,51.1,34.5,840.9,Low,None
Rice,Kharif,80.1,16.1,1908.7,High,Brown Spot
Rice,Zaid,40.6,25.2,738.9,Low,None
Wheat,Kharif,81.4,33.8,1438.9,High,Rust
Potato,Rabi,47.6,27.2,1856.3,Low,None
Potato,Rabi,65.6,20.3,1362.4,Medium,None
Wheat,Rabi,67.9,23.6,225.0,Low,None
Tomato,Rabi,76.8,32.2,1013.8,Medium,None
Tomato,Kharif,41.6,29.1,1161.7,Medium,Early Blight
Potato,Zaid,92.0,24.9,827.9,High,Late Blight
Rice,Rabi,41.9,33.2,569.2,Low,None
Soybean,Kharif,71.7,28.4,1149.6,High,Yellow Mosaic
Potato,Rabi,64.1,33.1,651.4,Low,None
Wheat,Kharif,70.8,28.5,1740.0,High,Loose Smut
Wheat,Kharif,79.9,24.8,604.6,High,Rust
Potato,Zaid,93.7,26.7,333.3,Medium,Early Blight
Potato,Zaid,86.8,35.0,1998.7,High,Late Blight
Wheat,Zaid,50.2,15.5,415.6,Low,None
Soybean,Kharif,84.4,27.2,538.7,High,Rust
Cotton,Kharif,49.3,18.5,1367.6,Medium,Bollworm
Potato,Rabi,61.5,23.9,877.6,Medium,None
Soybean,Zaid,90.2,19.8,336.4,Medium,Pod Borer
Soybean,Rabi,58.7,30.4,590.3,Low,None
Tomato,Rabi,82.6,22.3,1016.5,High,Late Blight
Potato,Kharif,52.2,16.1,1440.1,Medium,Early Blight
Potato,Kharif,63.8,31.1,1100.3,Medium,Early Blight
Rice,Zaid,78.0,34.3,876.8,Medium,Blast
Rice,Rabi,93.0,29.4,1574.1,High,Brown Spot
Wheat,Rabi,62.2,29.9,774.2,Low,None
Potato,Kharif,90.2,18.7,1253.3,High,Late Blight
Wheat,Zaid,83.5,24.3,905.4,High,Rust
Potato,Kharif,60.0,26.4,538.7,Low,None
Rice,Zaid,56.5,34.6,783.2,Low,None
Rice,Zaid,49.3,35.1,967.7,Low,None
Soybean,Kharif,70.4,31.9,1811.2,Medium,Yellow Mosaic
Soybean,Zaid,53.8,36.5,872.0,Low,None
Rice,Kharif,66.4,19.3,956.6,Medium,Bacterial Leaf Blight
Wheat,Zaid,92.7,21.7,469.4,Medium,Powdery Mildew
Tomato,Zaid,42.9,28.2,1732.7,Low,None
Wheat,Zaid,85.5,25.5,906.9,High,Powdery Mildew
Rice,Rabi,79.2,23.2,1438.3,High,Brown Spot
Tomato,Kharif,79.2,18.4,1305.2,High,Fruit Borer
Soybean,Kharif,81.7,32.8,473.4,Medium,None
Wheat,Kharif,77.8,30.1,399.5,Medium,Rust
Wheat,Rabi,47.5,35.7,657.3,Low,None
Potato,Zaid,94.5,27.8,497.2,Medium,Early Blight
Cotton,Zaid,73.0,35.0,1066.5,Low,None
Wheat,Kharif,52.5,21.0,1986.2,Medium,Loose Smut
Tomato,Zaid,69.7,15.5,465.3,Low,None
Soybean,Rabi,94.6,30.0,896.5,High,Rust
Tomato,Rabi,42.9,34.2,952.9,Low,None
Tomato,Zaid,45.6,34.1,1016.6,Low,None
Cotton,Zaid,71.6,33.8,509.4,Low,None
Rice,Rabi,75.3,36.1,852.0,Medium,Brown Spot
Potato,Zaid,50.6,22.6,1062.7,Low,None
Potato,Zaid,89.8,18.5,1182.8,Medium,Early Blight
Tomato,Rabi,75.5,33.1,606.5,Medium,Early Blight
Cotton,Kharif,66.2,15.3,847.6,Medium,None
Rice,Rabi,40.5,31.4,1752.7,Low,None
Tomato,Zaid,52.6,20.6,1884.1,Medium,Late Blight
Cotton,Zaid,42.2,33.8,1065.8,Low,None
Wheat,Zaid,67.6,29.7,679.8,Low,None
Tomato,Zaid,83.9,23.9,1930.3,High,Fruit Borer
Soybean,Kharif,40.8,19.4,244.0,Low,None
Rice,Zaid,45.6,27.8,1387.4,Medium,Brown Spot
Cotton,Rabi,41.6,31.9,1314.6,Low,None
Tomato,Rabi,86.6,22.0,1308.2,High,Fruit Borer
Wheat,Rabi,83.6,36.5,1793.6,High,Powdery Mildew
Soybean,Kharif,87.7,22.6,886.2,High,Yellow Mosaic
Tomato,Kharif,89.5,19.7,504.2,Medium,None
Potato,Rabi,66.2,26.9,847.5,Low,None
Tomato,Rabi,57.5,31.8,1838.8,Low,None
Potato,Rabi,61.4,27.8,473.0,Low,None
Potato,Zaid,86.8,29.5,403.5,Medium,Early Blight
Cotton,Zaid,58.0,26.6,1706.7,Low,None
Tomato,Rabi,54.7,18.0,1527.4,Low,None
Wheat,Kharif,68.9,22.3,1472.8,High,Loose Smut
Rice,Kharif,65.2,28.5,527.1,Medium,Brown Spot
Wheat,Kharif,54.2,22.0,1700.6,Medium,Rust
Cotton,Kharif,44.2,20.0,1197.1,Low,None
Tomato,Zaid,51.8,35.5,785.9,Low,None
Tomato,Kharif,61.0,20.5,258.3,Low,None
Rice,Rabi,42.1,26.5,1158.4,Low,None
Soybean,Zaid,88.8,19.5,1545.4,High,Pod Borer
Wheat,Kharif,48.2,17.8,401.5,Low,None
Rice,Kharif,66.1,33.1,1978.8,High,Brown Spot
Tomato,Zaid,52.1,21.0,835.4,Low,None
Cotton,Kharif,87.6,31.3,1379.0,High,Bacterial Blight
Rice,Zaid,82.1,16.8,1423.3,High,Brown Spot
Potato,Rabi,84.2,18.3,844.3,Medium,Early Blight
Wheat,Kharif,71.0,20.1,1797.9,High,Powdery Mildew
Potato,Kharif,64.3,29.9,711.8,Medium,None
Tomato,Rabi,55.0,29.6,1352.7,Low,None
Potato,Zaid,63.0,34.1,1118.4,Low,None
Tomato,Zaid,55.5,26.7,1006.4,Low,None
Wheat,Kharif,73.9,32.1,1092.2,Medium,Loose Smut
Cotton,Zaid,80.5,26.3,1089.4,High,Bacterial Blight
Tomato,Zaid,88.5,32.1,1825.4,Medium,Fruit Borer
Rice,Kharif,65.9,16.9,1125.7,Medium,None
Rice,Rabi,80.3,19.6,727.2,Medium,Bacterial Leaf Blight
Wheat,Kharif,91.0,27.5,538.6,High,Loose Smut
Rice,Zaid,83.7,27.5,1495.9,High,Bacterial Leaf Blight
Rice,Rabi,85.1,31.8,1553.9,High,Bacterial Leaf Blight
Cotton,Kharif,56.2,37.3,1805.9,Medium,Bollworm
Wheat,Rabi,73.4,23.7,1865.0,High,Rust
Tomato,Rabi,60.2,37.0,920.5,Low,None
Tomato,Kharif,78.8,17.6,1615.7,High,Fruit Borer
Cotton,Rabi,58.4,33.8,209.1,Low,None
Soybean,Kharif,47.3,27.2,414.8,Low,None
Soybean,Rabi,68.4,19.4,1783.2,Medium,None
Cotton,Rabi,78.3,28.3,1780.7,High,Whitefly
Tomato,Rabi,66.8,26.8,234.6,Low,None
Tomato,Kharif,94.4,17.6,1688.7,High,Early Blight
Tomato,Zaid,62.3,17.2,948.9,Low,None
Soybean,Zaid,53.9,22.5,1787.7,Low,None
Potato,Kharif,53.2,21.4,1223.6,Medium,None
Potato,Kharif,59.5,23.8,231.7,Low,None
Soybean,Rabi,77.8,26.7,1635.6,High,Rust
Cotton,Kharif,49.2,33.8,880.9,Low,None
Soybean,Zaid,63.9,26.8,806.2,Medium,Yellow Mosaic
Rice,Rabi,63.7,20.2,1294.6,Medium,None
Cotton,Kharif,71.8,21.6,560.5,Low,None
Soybean,Rabi,51.9,15.2,472.7,Low,None
Rice,Kharif,74.1,30.6,1790.8,Medium,Brown Spot
Potato,Zaid,61.4,29.4,1084.7,Low,None
Soybean,Rabi,82.9,30.3,1072.8,Medium,Rust
Potato,Kharif,49.0,16.6,769.4,Low,None
Cotton,Rabi,85.7,17.0,289.4,Medium,Whitefly
Cotton,Rabi,75.1,25.7,1754.0,High,Whitefly
Rice,Rabi,58.9,36.3,1215.5,Low,None
Rice,Kharif,89.6,27.1,1739.7,High,Blast
Potato,Rabi,83.6,16.6,1229.5,Medium,Early Blight
Wheat,Zaid,49.7,24.4,1217.4,Medium,None
Rice,Kharif,70.9,25.6,1930.5,High,Bacterial Leaf Blight
Soybean,Zaid,61.7,21.7,1323.9,Medium,Rust
Potato,Zaid,43.2,28.8,1643.2,Medium,Early Blight
Wheat,Rabi,52.2,19.5,672.9,Low,None
Cotton,Rabi,40.8,17.8,1612.9,Medium,Bacterial Blight
Potato,Zaid,70.5,25.0,1429.1,High,Late Blight
Rice,Zaid,60.3,37.6,311.6,Low,None
Rice,Rabi,41.5,28.8,955.6,Low,None
Wheat,Zaid,58.6,31.4,1419.8,Low,None
Potato,Kharif,49.6,34.5,1475.7,Medium,None
Rice,Rabi,65.0,23.2,730.7,Low,None
Soybean,Rabi,49.7,15.7,1602.4,Low,None
Cotton,Kharif,58.0,26.0,1406.9,Medium,Bacterial Blight
Rice,Rabi,48.1,16.4,594.3,Low,None
Rice,Zaid,94.4,23.2,1036.0,High,Bacterial Leaf Blight
Cotton,Kharif,66.5,23.6,1785.4,High,Whitefly
Soybean,Kharif,63.9,31.7,1305.3,High,Pod Borer
Wheat,Kharif,47.5,36.8,722.3,Low,None
Wheat,Kharif,86.9,15.7,1762.8,High,Loose Smut
Soybean,Zaid,49.6,29.8,1620.3,Low,None
Tomato,Zaid,93.4,30.4,1582.8,High,Early Blight
Soybean,Zaid,64.5,23.5,1250.1,Medium,None
Wheat,Rabi,89.9,24.8,580.8,Medium,Loose Smut
Rice,Zaid,74.8,18.2,977.0,Low,None
Cotton,Kharif,65.3,33.0,1721.7,Medium,Whitefly
Tomato,Zaid,61.7,18.1,386.1,Low,None
Wheat,Kharif,50.5,27.6,520.2,Low,None
Potato,Zaid,89.4,35.1,262.5,Low,None
Cotton,Zaid,42.5,16.6,1529.4,Medium,Whitefly
Soybean,Zaid,76.9,15.4,1241.8,High,Rust
Cotton,Zaid,74.4,26.7,1630.1,High,Bacterial Blight
Wheat,Kharif,56.4,21.8,1481.4,Medium,Powdery Mildew
Soybean,Kharif,46.6,20.7,752.2,Low,None
Tomato,Zaid,48.3,28.4,576.9,Low,None
Tomato,Rabi,76.9,17.4,584.4,Low,None
Wheat,Kharif,79.0,32.4,1561.0,High,Powdery Mildew
Soybean,Kharif,83.8,24.2,1750.5,High,Rust
Cotton,Kharif,83.0,34.0,989.1,Medium,None
Wheat,Kharif,81.1,31.4,1240.9,High,Rust
Cotton,Rabi,84.3,15.3,213.2,Medium,Whitefly
Tomato,Kharif,70.9,32.4,1143.6,Medium,None
Tomato,Rabi,56.5,22.2,512.9,Low,None
Tomato,Rabi,47.0,20.0,1458.8,Low,None
Cotton,Rabi,43.1,26.4,1854.9,Low,None
Wheat,Zaid,90.2,29.0,1820.6,High,Rust
Soybean,Rabi,85.6,37.4,1738.5,High,Rust
Cotton,Rabi,53.7,18.4,1918.2,Low,None
Tomato,Kharif,94.8,27.3,771.3,High,Early Blight
Wheat,Rabi,67.0,22.8,1930.7,Medium,None
Wheat,Zaid,75.9,22.9,1828.0,High,Powdery Mildew
Tomato,Zaid,84.9,22.0,1670.8,High,Early Blight
Potato,Zaid,56.7,18.3,415.2,Low,None
Soybean,Rabi,60.5,16.0,807.0,Medium,Yellow Mosaic
Wheat,Kharif,71.8,15.5,586.4,Medium,Rust
Potato,Kharif,57.1,31.3,376.1,Low,None
Soybean,Kharif,89.3,28.5,1009.9,High,Rust
Rice,Rabi,66.4,15.2,890.2,Low,None
Soybean,Zaid,48.3,17.1,1346.2,Low,None
Wheat,Rabi,70.7,36.4,868.4,Low,None
Rice,Zaid,82.0,28.7,229.1,High,Blast
Rice,Kharif,44.9,27.2,1654.8,Medium,Bacterial Leaf Blight
Soybean,Kharif,55.2,35.3,745.8,Low,None
Rice,Rabi,82.0,26.7,695.9,Medium,None
Potato,Rabi,44.0,25.0,738.6,Low,None
Wheat,Rabi,72.7,16.2,1437.0,Medium,None
Rice,Kharif,91.6,31.1,607.9,Medium,Brown Spot
Rice,Zaid,71.1,36.6,535.4,Low,None
Tomato,Kharif,53.9,32.3,1543.3,Medium,Fruit Borer
Wheat,Rabi,43.7,23.4,1733.3,Low,None
Soybean,Kharif,54.6,37.6,1752.0,Medium,Yellow Mosaic
Tomato,Kharif,52.1,21.7,209.6,Low,None
Rice,Kharif,85.4,21.5,938.6,Medium,Blast
Tomato,Rabi,72.8,24.3,1421.2,High,Fruit Borer
Tomato,Kharif,43.9,36.4,543.3,Low,None
Potato,Rabi,64.7,33.3,807.4,Low,None
Soybean,Kharif,74.5,18.1,1214.6,Medium,Rust
Wheat,Zaid,58.5,25.7,491.8,Low,None
Cotton,Kharif,75.9,18.4,1876.3,High,Whitefly
Soybean,Kharif,40.9,29.1,1566.6,Medium,Yellow Mosaic
Tomato,Kharif,47.1,32.8,1699.4,Medium,None
Potato,Kharif,90.7,34.3,365.5,Medium,None
Soybean,Zaid,63.1,34.6,1858.6,Medium,None
Cotton,Kharif,85.7,27.6,1589.4,High,Whitefly
Rice,Rabi,50.0,35.4,1769.5,Medium,Blast
Tomato,Kharif,49.4,15.0,1515.8,Medium,None
Rice,Rabi,85.7,33.4,355.7,Low,None
Rice,Rabi,43.6,32.7,343.4,Low,None
Potato,Rabi,42.3,21.7,1210.8,Low,None
Cotton,Zaid,55.0,31.2,1257.5,Medium,Bollworm
Potato,Kharif,83.1,33.8,1687.7,High,Early Blight
Cotton,Kharif,88.2,17.7,538.9,Medium,Whitefly
Potato,Zaid,74.0,25.8,626.4,Medium,None
Tomato,Zaid,65.5,28.8,1817.4,Medium,None
Rice,Kharif,76.3,36.4,1769.8,High,Bacterial Leaf Blight
Wheat,Zaid,78.8,23.3,892.7,High,Rust
Soybean,Zaid,57.3,27.9,670.4,Low,None
Soybean,Rabi,41.7,17.3,419.6,Low,None
Tomato,Zaid,44.4,35.0,1159.0,Low,None
Tomato,Kharif,53.8,26.8,1559.1,Medium,Early Blight
Soybean,Kharif,49.6,19.9,1340.3,Medium,Pod Borer
Tomato,Kharif,80.3,24.6,1925.3,High,Fruit Borer
Soybean,Rabi,93.7,25.5,886.7,High,Pod Borer
Tomato,Kharif,70.1,22.4,1727.5,High,Fruit Borer
Rice,Zaid,64.2,16.4,657.6,Low,None
Tomato,Kharif,57.1,26.0,1114.9,Low,None
Potato,Zaid,81.9,29.7,1047.3,High,Late Blight
Cotton,Kharif,69.0,19.0,1168.2,Medium,None
Soybean,Kharif,43.2,28.1,875.9,Low,None
Wheat,Kharif,68.1,22.5,1726.1,Medium,Rust
Wheat,Kharif,40.4,25.9,224.9,Low,None
Potato,Rabi,90.8,18.8,453.3,Medium,Late Blight
Rice,Rabi,65.3,21.2,798.6,Low,None
Wheat,Rabi,72.3,36.0,1580.4,Medium,None
Potato,Kharif,71.8,29.2,1149.3,High,Early Blight
Rice,Kharif,61.3,25.4,245.3,Low,None
Soybean,Kharif,92.2,25.0,1459.9,High,Pod Borer
Potato,Kharif,45.1,23.0,1558.5,Medium,None
Soybean,Zaid,75.4,27.4,1572.4,High,Yellow Mosaic
Potato,Rabi,66.0,36.3,1698.9,Medium,Early Blight
Wheat,Kharif,93.6,36.6,627.9,Medium,Powdery Mildew
Soybean,Kharif,70.5,22.2,1000.7,Medium,None
Cotton,Rabi,93.2,21.4,473.5,Medium,Whitefly
Rice,Rabi,63.5,15.1,435.1,Low,None
Wheat,Zaid,53.5,29.8,462.3,Low,None
Rice,Zaid,42.0,26.1,1519.2,Medium,Blast
Rice,Kharif,57.7,31.9,689.9,Low,None
Tomato,Zaid,86.4,20.5,1719.8,High,Early Blight
Wheat,Kharif,83.4,28.3,1713.8,High,Loose Smut
Tomato,Rabi,76.0,27.8,463.0,Medium,Early Blight
Potato,Rabi,44.5,21.3,1188.4,Low,None
Rice,Zaid,51.6,28.9,801.3,Low,None
Potato,Kharif,49.8,17.8,277.1,Low,None
Rice,Rabi,86.3,28.8,793.9,Medium,Brown Spot
Potato,Zaid,80.0,27.5,1946.9,High,Early Blight
Wheat,Rabi,47.6,31.4,1667.6,Medium,None
Tomato,Kharif,88.4,31.5,658.6,Medium,None
Wheat,Rabi,51.8,21.7,912.4,Low,None
Cotton,Rabi,49.9,35.7,1305.0,Low,None
Wheat,Rabi,41.4,15.0,737.5,Low,None
Rice,Zaid,94.4,33.4,1751.8,High,Blast
Potato,Kharif,59.1,30.2,875.6,Low,None
Cotton,Rabi,50.7,31.5,1693.3,Medium,Bollworm
Potato,Zaid,83.7,16.4,1140.4,Medium,None
Tomato,Zaid,86.7,28.2,649.0,Medium,Fruit Borer
Tomato,Rabi,86.6,32.7,587.2,Medium,Fruit Borer
Soybean,Kharif,67.1,19.0,1844.9,High,Pod Borer
Cotton,Kharif,88.7,32.8,1596.2,High,Bacterial Blight
Rice,Zaid,76.9,34.5,480.6,Medium,Brown Spot
Wheat,Zaid,49.5,24.1,1423.2,Medium,Rust
Rice,Kharif,88.2,15.4,1051.7,Medium,None
Soybean,Rabi,54.4,34.2,732.3,Low,None
Tomato,Kharif,80.6,37.7,781.7,Medium,Late Blight
Wheat,Kharif,51.7,23.6,1303.2,Medium,Powdery Mildew
Wheat,Kharif,84.0,28.6,1293.1,High,Loose Smut
Tomato,Zaid,73.1,28.8,427.8,Medium,Fruit Borer
